project_name,file_name,file_size,file_downloads
STM32 Ethernet-RS485 MySensors Gate,STM32_GW-RoundHoles.TXT,3.93 kB,367
STM32 Ethernet-RS485 MySensors Gate,STM32_GW-SlotHoles.TXT,273 B,346
STM32 Ethernet-RS485 MySensors Gate,STM32_GW.GBL,72.58 kB,400
STM32 Ethernet-RS485 MySensors Gate,STM32_GW.GBO,430.37 kB,351
STM32 Ethernet-RS485 MySensors Gate,STM32_GW.GBS,5.53 kB,372
STM32 Ethernet-RS485 MySensors Gate,STM32_GW.GKO,504 B,376
STM32 Ethernet-RS485 MySensors Gate,STM32_GW.GTL,84.47 kB,401
STM32 Ethernet-RS485 MySensors Gate,STM32_GW.GTO,416.86 kB,406
STM32 Ethernet-RS485 MySensors Gate,STM32_GW.GTS,6.16 kB,436
STM32 Ethernet-RS485 MySensors Gate,Schematic.PDF,1020.17 kB,788
PIC16F877A Kit,PIC16F877A Kit_v1.GM15,819 B,313
PIC16F877A Kit,PIC16F877A Kit_v1.GM2,50.72 kB,334
Nordic-Switch,nordic-switch-B_Cu.gbr,44.59 kB,342
Nordic-Switch,nordic-switch-B_Mask.gbr,20.47 kB,311
Nordic-Switch,nordic-switch-B_Paste.gbr,7.56 kB,332
Nordic-Switch,nordic-switch-B_SilkS.gbr,133.78 kB,349
Nordic-Switch,nordic-switch-Edge_Cuts.gbr,31.84 kB,342
Nordic-Switch,nordic-switch-F_Cu.gbr,222.58 kB,301
Nordic-Switch,nordic-switch-F_Mask.gbr,56.67 kB,350
Nordic-Switch,nordic-switch-F_Paste.gbr,147.49 kB,297
Nordic-Switch,nordic-switch-F_SilkS.gbr,18.88 kB,362
Nordic-Switch,nordic-switch.drl,1.45 kB,353
Minimal LiPo powered Arduino Pro Mini + RFM95 MySensors node,ArduinoProMini_RFM9x_Minimal_Shield.kicad_pcb,33.72 kB,427
Minimal LiPo powered Arduino Pro Mini + RFM95 MySensors node,ArduinoProMini_RFM9x_Minimal_Shield.sch,5.33 kB,466
MP1584EN DC-DC Buck Converter Power Module,Buck 3A MP1584.GBL,3.82 kB,486
MP1584EN DC-DC Buck Converter Power Module,Buck 3A MP1584.GBS,212 B,367
MP1584EN DC-DC Buck Converter Power Module,Buck 3A MP1584.GKO,550 B,342
MP1584EN DC-DC Buck Converter Power Module,Buck 3A MP1584.GM1,162 B,363
MP1584EN DC-DC Buck Converter Power Module,Buck 3A MP1584.GTL,14.23 kB,365
MP1584EN DC-DC Buck Converter Power Module,Buck 3A MP1584.GTO,119.95 kB,409
MP1584EN DC-DC Buck Converter Power Module,Buck 3A MP1584.GTP,4.1 kB,407
MP1584EN DC-DC Buck Converter Power Module,Buck 3A MP1584.GTS,4.15 kB,389
MP1584EN DC-DC Buck Converter Power Module,Buck 3A MP1584.TXT,563 B,392
MP1584EN DC-DC Buck Converter Power Module,Status Report.Txt,307 B,332
SPDT 12VDC 10A Relay Module,FABRICATION_SPDT 12VDC 10A Relay Module_2021-08-15.GTO,168.61 kB,236
SPDT 12VDC 10A Relay Module,FABRICATION_SPDT 12VDC 10A Relay Module_2021-08-15.GTP,3.58 kB,220
SPDT 12VDC 10A Relay Module,FABRICATION_SPDT 12VDC 10A Relay Module_2021-08-15.TXT,388 B,245
SPDT 12VDC 10A Relay Module,FABRICATION_SPDT 12VDC 10A Relay Module_2021-08-15.GBO,284 B,224
SPDT 12VDC 10A Relay Module,FABRICATION_SPDT 12VDC 10A Relay Module_2021-08-15.GTS,5.77 kB,722
SPDT 12VDC 10A Relay Module,FABRICATION_SPDT 12VDC 10A Relay Module_2021-08-15.GBL,2.49 kB,234
SPDT 12VDC 10A Relay Module,FABRICATION_SPDT 12VDC 10A Relay Module_2021-08-15.GBS,2.46 kB,215
SPDT 12VDC 10A Relay Module,FABRICATION_SPDT 12VDC 10A Relay Module_2021-08-15.DRL,355 B,234
SPDT 12VDC 10A Relay Module,FABRICATION_SPDT 12VDC 10A Relay Module_2021-08-15.GTL,8.59 kB,213
SPDT 12VDC 10A Relay Module,FABRICATION_SPDT 12VDC 10A Relay Module_2021-08-15.GBP,282 B,227
SPDT 12VDC 10A Relay Module,FABRICATION_SPDT 12VDC 10A Relay Module_2021-08-15.GKO,648 B,233
Wireless Module for Capacitive Soil Moisture Sensor v2.0,PWS01.STL,794.9 kB,666
Wireless Module for Capacitive Soil Moisture Sensor v2.0,PWS02.STL,5.64 MB,545
Wireless Module for Capacitive Soil Moisture Sensor v2.0,PWS03.STL,7.01 MB,587
Wireless Module for Capacitive Soil Moisture Sensor v2.0,PWS_E73C_V1.0.rar,78.57 kB,254
Open Close sensor + shock and magnetic field sensors.,DD1.STL,3.18 MB,334
Open Close sensor + shock and magnetic field sensors.,DD2.STL,4.11 MB,387
Open Close sensor + shock and magnetic field sensors.,DD3.STL,714.34 kB,343
Open Close sensor + shock and magnetic field sensors.,DD4.STL,266.39 kB,366
Open Close sensor + shock and magnetic field sensors.,DD5.STL,361.11 kB,361
Open Close sensor + shock and magnetic field sensors.,WDS_2.1.rar,57.55 kB,78
Open Close sensor + shock and magnetic field sensors.,WDS_2.11.rar,62.95 kB,102
nRF24L01 to RFM69CW/RFM69HCW/RFM69W/ Adapter,PiHome RFM69-95 to nRF.brd,52.15 kB,324
nRF24L01 to RFM69CW/RFM69HCW/RFM69W/ Adapter,PiHome RFM69-95 to nRF.sch,332.82 kB,379
NRF52832 2 channel control plate for in wall switch,Schematic_NRF52832_Touch_Switch_2ch_Touch_Switch_2ch_20200128112552.pdf,100.58 kB,378
NRF52832 2 channel control plate for in wall switch,Touch_Switch_2ch-B_Mask.gbs,78.63 kB,318
NRF52832 2 channel control plate for in wall switch,Touch_Switch_2ch-B_Cu.gbl,350.09 kB,338
NRF52832 2 channel control plate for in wall switch,Touch_Switch_2ch-B_Paste.gbp,4.14 kB,296
NRF52832 2 channel control plate for in wall switch,Touch_Switch_2ch-B_SilkS.gbo,37.41 kB,322
NRF52832 2 channel control plate for in wall switch,Touch_Switch_2ch-F_Cu.gtl,160.06 kB,286
NRF52832 2 channel control plate for in wall switch,Touch_Switch_2ch-Edge_Cuts.gm1,1.52 kB,339
NRF52832 2 channel control plate for in wall switch,Touch_Switch_2ch-F_Mask.gts,25.7 kB,313
NRF52832 2 channel control plate for in wall switch,Touch_Switch_2ch-F_Paste.gtp,2.36 kB,328
NRF52832 2 channel control plate for in wall switch,Touch_Switch_2ch-F_SilkS.gto,26.03 kB,318
NRF52832 2 channel control plate for in wall switch,Touch_Switch_2ch-NPTH.drl,407 B,295
NRF52832 2 channel control plate for in wall switch,Touch_Switch_2ch-PTH.drl,2.26 kB,323
NRF52832 1 channel control plate for in wall switch,Touch_Switch_1ch-B_Mask.gbs,76.29 kB,1519
NRF52832 1 channel control plate for in wall switch,Touch_Switch_1ch-B_Cu.gbl,325.51 kB,305
NRF52832 1 channel control plate for in wall switch,Touch_Switch_1ch-B_Paste.gbp,4.03 kB,1542
NRF52832 1 channel control plate for in wall switch,Touch_Switch_1ch-Edge_Cuts.gm1,1.52 kB,1496
NRF52832 1 channel control plate for in wall switch,Touch_Switch_1ch-B_SilkS.gbo,35.5 kB,263
NRF52832 1 channel control plate for in wall switch,Touch_Switch_1ch-F_Mask.gts,22.09 kB,282
NRF52832 1 channel control plate for in wall switch,Touch_Switch_1ch-F_Paste.gtp,2.24 kB,272
NRF52832 1 channel control plate for in wall switch,Touch_Switch_1ch-F_Cu.gtl,345.33 kB,268
NRF52832 1 channel control plate for in wall switch,Touch_Switch_1ch-NPTH.drl,371 B,284
NRF52832 1 channel control plate for in wall switch,Touch_Switch_1ch-F_SilkS.gto,23.92 kB,273
NRF52832 1 channel control plate for in wall switch,Touch_Switch_1ch-PTH.drl,2.25 kB,1548
NRF52832 1 channel control plate for in wall switch,Schematic_NRF52832_Touch_Switch_1ch_Touch_Switch_1ch_20200128112605.pdf,95.04 kB,279
MySensors compact (junction box) relay,junktion_relay.stl,39.39 kB,307
MySensors compact (junction box) relay,Gerber_BoardOutline.GKO,532 B,301
MySensors compact (junction box) relay,Gerber_BottomLayer.GBL,56.02 kB,321
MySensors compact (junction box) relay,Gerber_BottomSilkLayer.GBO,6.95 kB,287
MySensors compact (junction box) relay,Gerber_BottomSolderMaskLayer.GBS,1.1 kB,266
MySensors compact (junction box) relay,Gerber_Drill_PTH.DRL,1.92 kB,295
MySensors compact (junction box) relay,Gerber_TopLayer.GTL,142.2 kB,281
MySensors compact (junction box) relay,Gerber_TopPasteMaskLayer.GTP,7.9 kB,289
MySensors compact (junction box) relay,Gerber_TopSilkLayer.GTO,37.41 kB,300
MySensors compact (junction box) relay,Gerber_TopSolderMaskLayer.GTS,13.73 kB,280
MySensors compact (junction box) relay,How-to-order-PCB.txt,79 B,278
MySensors compact (junction box) relay,Schematic_mysensor-patchrelay_Sheet_1_20200203214151.pdf,101.89 kB,419
MySensors Battery Relay,Gerber_BoardOutline.GKO,496 B,257
MySensors Battery Relay,Gerber_BottomLayer.GBL,142.25 kB,293
MySensors Battery Relay,Gerber_BottomPasteMaskLayer.GBP,557 B,279
MySensors Battery Relay,Gerber_BottomSilkLayer.GBO,4.13 kB,281
MySensors Battery Relay,Gerber_BottomSolderMaskLayer.GBS,2.31 kB,283
MySensors Battery Relay,Gerber_Drill_NPTH.DRL,270 B,287
MySensors Battery Relay,Gerber_Drill_PTH.DRL,4.3 kB,281
MySensors Battery Relay,Gerber_TopLayer.GTL,276.6 kB,287
MySensors Battery Relay,Gerber_TopPasteMaskLayer.GTP,10.37 kB,290
MySensors Battery Relay,Gerber_TopSilkLayer.GTO,67.57 kB,274
MySensors Battery Relay,Gerber_TopSolderMaskLayer.GTS,19.32 kB,272
MySensors Battery Relay,How-to-order-PCB.txt,79 B,277
MySensors Battery Relay,Schematic_mysensor-batterytermorelay_Sheet_1_20200201153207.pdf,147.36 kB,247
MySensors Battery Relay,BatRelayCase4.stl,153.56 kB,290
24LEDs,Schematic_LED24.pdf,101.42 kB,224
24LEDs,Gerber_BoardOutline.GKO,492 B,283
24LEDs,Gerber_BottomLayer.GBL,24.33 kB,296
24LEDs,Gerber_BottomSilkLayer.GBO,27.41 kB,284
24LEDs,Gerber_BottomSolderMaskLayer.GBS,19.96 kB,267
24LEDs,Gerber_Drill_NPTH.DRL,304 B,292
24LEDs,Gerber_Drill_PTH.DRL,3 kB,281
24LEDs,Gerber_TopLayer.GTL,13.3 kB,303
24LEDs,Gerber_BottomPasteMaskLayer.GBP,9.2 kB,294
24LEDs,Gerber_TopSilkLayer.GTO,39.55 kB,290
24LEDs,Gerber_TopSolderMaskLayer.GTS,11.14 kB,266
24LEDs,How-to-order-PCB.txt,79 B,255
24LEDs,NSI45020A-D.PDF,156.03 kB,238
24LEDs,ATtiny2313A.pdf,5.85 MB,255
No neutral power supply/relay board for in wall switch,Gerber_BoardOutline.GKO,515 B,440
No neutral power supply/relay board for in wall switch,Gerber_BottomLayer.GBL,39.3 kB,382
No neutral power supply/relay board for in wall switch,Gerber_BottomPasteMaskLayer.GBP,7.64 kB,394
No neutral power supply/relay board for in wall switch,Gerber_BottomSilkLayer.GBO,27.42 kB,390
No neutral power supply/relay board for in wall switch,Gerber_BottomSolderMaskLayer.GBS,9.22 kB,393
No neutral power supply/relay board for in wall switch,Gerber_Drill_NPTH.DRL,287 B,345
No neutral power supply/relay board for in wall switch,Gerber_Drill_PTH.DRL,2.78 kB,407
No neutral power supply/relay board for in wall switch,Gerber_TopLayer.GTL,38.91 kB,391
No neutral power supply/relay board for in wall switch,Gerber_TopPasteMaskLayer.GTP,1.21 kB,364
No neutral power supply/relay board for in wall switch,Gerber_TopSilkLayer.GTO,18.33 kB,361
No neutral power supply/relay board for in wall switch,Gerber_TopSolderMaskLayer.GTS,5.3 kB,430
No neutral power supply/relay board for in wall switch,How-to-order-PCB.txt,79 B,454
No neutral power supply/relay board for in wall switch,Schematic_NRF52832_Touch_Switch_Power_Supply_NRF52832_Touch_Switch_Power_Supply_SCH_20200205103852.pdf,95.43 kB,1189
"Arduino Pro Mini 3,3V PCB for RFM95/96",ArduinoProMini_RFM9x_Shield.kicad_pcb,47.09 kB,608
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-B_Fab.gbr,12.4 kB,397
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-F_Fab.gbr,82.51 kB,372
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-sch.pdf,135.83 kB,457
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-Edge_Cuts.gbr,554 B,383
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-B_Mask.gbr,10.87 kB,365
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-F_Mask.gbr,85.9 kB,335
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-F_SilkS.gbr,19.38 kB,344
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-B_SilkS.gbr,68.92 kB,342
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-B_Paste.gbr,506 B,346
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-F_Paste.gbr,88.59 kB,349
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-B_Cu.gbr,77.23 kB,388
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-F_Cu.gbr,196.08 kB,361
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-NPTH.drl,291 B,359
The Harvester: ultimate power supply for the Raybeacon DK,slice-harvester-PTH.drl,1.34 kB,341
MySensors Linky,AlimTeleinfoMySensors.sch,298.83 kB,929
MySensors Linky,TeleinfoMySensorsEBYTE.sch,388.49 kB,591
MySensors Linky,AlimTeleinfoMySensors.brd,84.06 kB,623
MySensors Linky,TeleinfoMySensorsEBYTE.brd,92.03 kB,449
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-B_CrtYd.gbr,2.15 kB,451
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-B_Cu.gbr,33.22 kB,509
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-B_Fab.gbr,6.16 kB,459
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-B_Mask.gbr,2.07 kB,426
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-B_SilkS.gbr,41.69 kB,447
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-Dwgs_User.gbr,18.44 kB,472
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-Edge_Cuts.gbr,1.59 kB,488
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-F_CrtYd.gbr,9.62 kB,469
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-F_Cu.gbr,232.31 kB,408
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-F_Fab.gbr,86.81 kB,493
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-F_Mask.gbr,104.55 kB,441
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-F_Paste.gbr,101.53 kB,454
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-F_SilkS.gbr,190.33 kB,438
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-NPTH.drl,645 B,470
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-PTH.drl,2.04 kB,406
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-pcb.pdf,557.32 kB,529
rayBeacon: nRF52 on-the-go Development Kit,raybeacon-sch.pdf,89.38 kB,688
BEEP base v3,BMS-V3__2019-11-01.pdf,1.2 MB,1110
BEEP base v3,BMS-V3_2019-12-06.pdf,643.24 kB,895
BEEP base v3,PCB layout print.pdf,333.84 kB,869
BEEP base v3,ID190222-02_Schematic.pdf,264.33 kB,1012
BEEP base v3,ID190222-02_Documentation_201910151205.pdf,1.25 MB,781
BEEP base v3,ID190222-02_201915101155_-_BOARD.gbr,582 B,574
BEEP base v3,ID190222-02_201915101155_-_COPPER_BOTTOM.gbr,262.44 kB,595
BEEP base v3,ID190222-02_201915101155_-_COPPER_LAYER1.gbr,128.56 kB,562
BEEP base v3,ID190222-02_201915101155_-_COPPER_LAYER2.gbr,118.16 kB,497
BEEP base v3,ID190222-02_201915101155_-_COPPER_TOP.gbr,138.09 kB,563
BEEP base v3,ID190222-02_201915101155_-_DNP.gbr,241 B,551
BEEP base v3,ID190222-02_201915101155_-_DP.gbr,4.65 kB,523
BEEP base v3,ID190222-02_201915101155_-_LEGEND_BOTTOM.gbr,56.62 kB,538
BEEP base v3,ID190222-02_201915101155_-_LEGEND_TOP.gbr,521.65 kB,565
BEEP base v3,ID190222-02_201915101155_-_PASTE_BOTTOM.gbr,54.25 kB,515
BEEP base v3,ID190222-02_201915101155_-_SOLDERMASK_BOTTOM.gbr,50.91 kB,540
BEEP base v3,ID190222-02_201915101155_-_SOLDERMASK_TOP.gbr,3.98 kB,536
Arduino UNO NRF24L01+ Shield V1.3,Schematic_NRF24 UNO_Sheet_1_20191105083738.pdf,47.15 kB,286
Arduino UNO NRF24L01+ Shield V1.3,Gerber_BoardOutline.GKO,734 B,324
Arduino UNO NRF24L01+ Shield V1.3,Gerber_BottomLayer.GBL,1.67 kB,333
Arduino UNO NRF24L01+ Shield V1.3,Gerber_BottomSolderMaskLayer.GBS,2.89 kB,350
Arduino UNO NRF24L01+ Shield V1.3,Gerber_Drill_NPTH.DRL,308 B,352
Arduino UNO NRF24L01+ Shield V1.3,Gerber_Drill_PTH.DRL,1.21 kB,334
Arduino UNO NRF24L01+ Shield V1.3,Gerber_TopLayer.GTL,4.7 kB,367
Arduino UNO NRF24L01+ Shield V1.3,Gerber_TopPasteMaskLayer.GTP,1.12 kB,314
Arduino UNO NRF24L01+ Shield V1.3,Gerber_TopSilkLayer.GTO,117.53 kB,307
Arduino UNO NRF24L01+ Shield V1.3,Gerber_TopSolderMaskLayer.GTS,5.28 kB,348
Arduino UNO NRF24L01+ Shield V1.3,How-to-order-PCB.txt,79 B,305
HumTempNode,Gerber_TopSilkLayer.GTO,148.61 kB,368
HumTempNode,Gerber_TopPasteMaskLayer.GTP,709 B,305
HumTempNode,Gerber_BoardOutline.GKO,496 B,317
HumTempNode,Gerber_TopLayer.GTL,5.57 kB,357
HumTempNode,Gerber_Drill_PTH.DRL,1.57 kB,348
HumTempNode,Gerber_BottomLayer.GBL,125.22 kB,359
HumTempNode,Gerber_BottomSilkLayer.GBO,14.36 kB,358
HumTempNode,Gerber_BottomSolderMaskLayer.GBS,1.41 kB,342
HumTempNode,Gerber_TopSolderMaskLayer.GTS,2.52 kB,343
Buck Energy Harvester,Schematic_LTC3388_v004.pdf,29.71 kB,334
Buck Energy Harvester,LTC3388_v004-B_Adhes.gbr,507 B,338
Buck Energy Harvester,LTC3388_v004-F_Adhes.gbr,507 B,345
Buck Energy Harvester,LTC3388_v004-B_Cu.gbr,17.58 kB,367
Buck Energy Harvester,LTC3388_v004-B_Mask.gbr,967 B,364
Buck Energy Harvester,LTC3388_v004-B_Paste.gbr,508 B,356
Buck Energy Harvester,LTC3388_v004-B_SilkS.gbr,19.64 kB,331
Buck Energy Harvester,LTC3388_v004-Edge_Cuts.gbr,712 B,350
Buck Energy Harvester,LTC3388_v004-F_Cu.gbr,23.72 kB,357
Buck Energy Harvester,LTC3388_v004-F_Mask.gbr,19.95 kB,316
Buck Energy Harvester,LTC3388_v004-F_Paste.gbr,20 kB,371
Buck Energy Harvester,LTC3388_v004-F_SilkS.gbr,6.68 kB,315
Buck Energy Harvester,LTC3388_v004-NPTH.drl,286 B,331
Buck Energy Harvester,LTC3388_v004-PTH.drl,464 B,352
Extreme Energy Harvester,BoardOutline.gbr,269 B,440
Extreme Energy Harvester,Bottom.gbr,7.64 kB,368
Extreme Energy Harvester,BottomAssy.gbr,189 B,382
Extreme Energy Harvester,BottomDimension.gbr,199 B,384
Extreme Energy Harvester,BottomMask.gbr,950 B,368
Extreme Energy Harvester,BottomPaste.gbr,961 B,399
Extreme Energy Harvester,BottomSilk.gbr,14.42 kB,365
Extreme Energy Harvester,Schematic LTC3108-1_v000.pdf,9.47 kB,368
Extreme Energy Harvester,Through.drl,348 B,400
Extreme Energy Harvester,Top.gbr,2.93 kB,386
Extreme Energy Harvester,TopAssy.gbr,186 B,420
Extreme Energy Harvester,TopDimension.gbr,196 B,422
Extreme Energy Harvester,TopMask.gbr,1.45 kB,366
Extreme Energy Harvester,TopPaste.gbr,1.18 kB,409
Extreme Energy Harvester,TopSilk.gbr,11.94 kB,368
NRF52 In Wall-Dimmer,Inwall_Bot-F_Cu.gbr,47.62 kB,375
NRF52 In Wall-Dimmer,Inwall_Bot-F_Mask.gbr,37.62 kB,375
NRF52 In Wall-Dimmer,Inwall_Bot-NPTH.drl,288 B,361
NRF52 In Wall-Dimmer,Inwall_Bot-F_SilkS.gbr,65.91 kB,348
NRF52 In Wall-Dimmer,Inwall_Bot-PTH.drl,1.1 kB,336
NRF52 In Wall-Dimmer,Inwall_Bot.drl,1.06 kB,333
NRF52 In Wall-Dimmer,Inwall_Bot-B_Cu.gbr,27.96 kB,351
NRF52 In Wall-Dimmer,Inwall_Bot-B_Mask.gbr,32.52 kB,380
NRF52 In Wall-Dimmer,Inwall_Bot-B_SilkS.gbr,37.78 kB,401
NRF52 In Wall-Dimmer,Inwall_Bot-Edge_Cuts.gbr,7.23 kB,363
NRF52 In Wall-Dimmer,Inwall_Top-B_Mask.gbr,30.38 kB,339
NRF52 In Wall-Dimmer,Inwall_Top-B_Cu.gbr,95.32 kB,340
NRF52 In Wall-Dimmer,Inwall_Top-B_SilkS.gbr,46.67 kB,339
NRF52 In Wall-Dimmer,Inwall_Top-Edge_Cuts.gbr,20.78 kB,326
NRF52 In Wall-Dimmer,Inwall_Top-F_Mask.gbr,40.02 kB,310
NRF52 In Wall-Dimmer,Inwall_Top-F_Cu.gbr,136.69 kB,339
NRF52 In Wall-Dimmer,Inwall_Top-F_SilkS.gbr,30.58 kB,319
NRF52 In Wall-Dimmer,Inwall_Top-NPTH.drl,288 B,396
NRF52 In Wall-Dimmer,Inwall_Top-PTH.drl,1.04 kB,330
NRF52 In Wall-Dimmer,Inwall_Top.drl,1 kB,350
Laborem,plug_wheatstone-cache.lib,5.86 kB,331
Laborem,plug_wheatstone.kicad_pcb,51 B,328
Laborem,plug_wheatstone.pdf,27.17 kB,208
Laborem,plug_wheatstone.pro,873 B,289
Laborem,plug_wheatstone.sch,11.68 kB,286
USB RF Gateway,USB_RF_Gateway_v.0.1.sch,542.78 kB,449
USB RF Gateway,USB_RF_Gateway_v.0.1.brd,1.35 MB,410
Utilipi Mini,Schematic.pdf,157.69 kB,348
ZTX IP CONTROLLER,AD_Library.PcbLib,2.64 MB,343
ZTX IP CONTROLLER,LoadControl.SchDoc,390.5 kB,385
ZTX IP CONTROLLER,LoadControl1.PcbDoc,2.28 MB,399
ZTX IP CONTROLLER,PcbLib1.PcbLib,842 kB,350
ZTX IP CONTROLLER,Schlib1.SchLib,166.5 kB,345
ZTX IP CONTROLLER,orange.SchDoc,876 kB,372
ZTX IP CONTROLLER,LoadControl1.GBL,99.2 kB,328
ZTX IP CONTROLLER,LoadControl1.GBO,1.36 MB,331
ZTX IP CONTROLLER,LoadControl1.GBP,8.07 kB,344
ZTX IP CONTROLLER,LoadControl1.GBS,10.93 kB,310
ZTX IP CONTROLLER,LoadControl1.GM2,504 B,299
ZTX IP CONTROLLER,LoadControl1.GTL,94.01 kB,328
ZTX IP CONTROLLER,LoadControl1.GTO,631.52 kB,345
ZTX IP CONTROLLER,LoadControl1.GTP,4.31 kB,304
ZTX IP CONTROLLER,LoadControl1.GTS,7.16 kB,334
ZTX IP CONTROLLER,LoadControl1.TXT,6.37 kB,280
ZTX IP CONTROLLER,CIRCUIT_BOARD_LOADCONTROL.pdf,152.3 kB,354
Usb serial Mysensors Gateway,GatewayMySensors.brd,87.35 kB,434
Usb serial Mysensors Gateway,GatewayMySensors.sch,646.31 kB,444
3G/GPRS/GPS SIM5320(E/A) Arduino Shield,Scheme_SIM5320_shield.pdf,186.22 kB,403
3G/GPRS/GPS SIM5320(E/A) Arduino Shield,SIM5230.drl,4.62 kB,343
3G/GPRS/GPS SIM5320(E/A) Arduino Shield,SIM5230-B.Cu.gbr,117.85 kB,327
3G/GPRS/GPS SIM5320(E/A) Arduino Shield,SIM5230-B.Mask.gbr,2.23 kB,307
3G/GPRS/GPS SIM5320(E/A) Arduino Shield,SIM5230-B.SilkS.gbr,1.67 kB,292
3G/GPRS/GPS SIM5320(E/A) Arduino Shield,SIM5230-Edge.Cuts.gbr,1023 B,305
3G/GPRS/GPS SIM5320(E/A) Arduino Shield,SIM5230-F.Mask.gbr,8.5 kB,314
3G/GPRS/GPS SIM5320(E/A) Arduino Shield,SIM5230-F.Cu.gbr,320.15 kB,344
3G/GPRS/GPS SIM5320(E/A) Arduino Shield,SIM5230-F.SilkS.gbr,47.11 kB,313
Curtain driver,curtains-driver-B_Mask.gbr,46.34 kB,284
Curtain driver,curtains-driver-B_Cu.gbr,139.03 kB,318
Curtain driver,curtains-driver.kicad_pcb,235.27 kB,332
Curtain driver,curtains-driver-F_SilkS.gbr,29.81 kB,328
Curtain driver,curtains-driver.drl,825 B,322
Curtain driver,curtains-driver.sch,29.52 kB,1665
Curtain driver,curtains-driver-B_Paste.gbr,53.95 kB,304
Curtain driver,curtains-driver.pro,1.67 kB,307
Curtain driver,curtains-driver-F_Paste.gbr,37.24 kB,312
Curtain driver,curtains-driver-B_SilkS.gbr,16.71 kB,285
Curtain driver,curtains-driver-F_Mask.gbr,38.73 kB,300
Curtain driver,curtains-driver-Edge_Cuts.gbr,688 B,314
Curtain driver,curtains-driver-F_Cu.gbr,155.62 kB,316
Arduino Nano NRF24L01+ Shield,Schematic_NRF24-Arduino-Nano_Sheet-1_20190705082242.pdf,49.66 kB,352
Arduino Nano NRF24L01+ Shield,Gerber_BoardOutline.GKO,583 B,353
Arduino Nano NRF24L01+ Shield,Gerber_BottomLayer.GBL,1.38 kB,354
Arduino Nano NRF24L01+ Shield,Gerber_BottomSilkLayer.GBO,15.43 kB,333
Arduino Nano NRF24L01+ Shield,Gerber_BottomSolderMaskLayer.GBS,1.07 kB,330
Arduino Nano NRF24L01+ Shield,Gerber_Drill_PTH.DRL,845 B,346
Arduino Nano NRF24L01+ Shield,Gerber_TopLayer.GTL,2.65 kB,328
Arduino Nano NRF24L01+ Shield,Gerber_TopPasteMaskLayer.GTP,1.3 kB,362
Arduino Nano NRF24L01+ Shield,Gerber_TopSilkLayer.GTO,3.73 kB,342
Arduino Nano NRF24L01+ Shield,Gerber_TopSolderMaskLayer.GTS,1.98 kB,320
PiHome Temperature Sensor,Other.gbr,1.36 kB,346
PiHome Temperature Sensor,copper_bottom.gbr,101.56 kB,406
PiHome Temperature Sensor,copper_top.gbr,189.68 kB,353
PiHome Temperature Sensor,drills.xln,1.56 kB,341
PiHome Temperature Sensor,gerber_job.gbrjob,581 B,359
PiHome Temperature Sensor,profile.gbr,12.02 kB,339
PiHome Temperature Sensor,silkscreen_bottom.gbr,11.98 kB,387
PiHome Temperature Sensor,silkscreen_top.gbr,81.72 kB,332
